age,gender,race,police_dept,disposition,year,month,day,city,state,county,cause_of_death,criminal_charges,symptoms_of_mental_illness,lat.x,lng.x,lat.y,lng.y,state_name,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class,total_pop,white,prop_white,black,prop_black,asian,prop_asian,am_in_alask,prop_am_in_alask,hawaii_pi,prop_hawaii_pi,other,prop_other
68,Male,White,Blount County Sheriff's Department,Justified,2013,8,21,Louisville,TN,Blount,Gunshot,No known charges,No,35.8246,-84.0552,35.8246,-84.0552,Tennessee,0500000US47009,50813,5.5,4.3,10.2,8.5,13.7,18.3,14.8,16.2,4.3,4.1,59276,75208,15932,Low,133088,124866,93.82213272421255,3879,2.9146128877133926,1114,0.8370401538831449,135,0.10143664342389999,0,0,946,0.7108078865111805
37,Male,White,Phoenix Police Department,Unreported,2013,8,21,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,33.5722,-112.0891,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High,4485414,3547155,79.08199778214453,266128,5.933186992326684,192301,4.287251968268704,93358,2.0813686317472593,10045,0.22394811270486958,213953,4.7699721809402655
52,Male,Black,Troy Police Department,Unreported,2013,8,20,Troy,OH,Miami,Gunshot,No known charges,No,40.0436,-84.2191,40.0436,-84.2191,Ohio,0500000US39109,41273,4,3.7,10.5,8.7,12.8,18.7,13.9,18.4,5,4.2,62451,80018,17567,Middle,106987,99953,93.42536943740828,3014,2.8171647022535447,1465,1.3693252451232394,0,0,36,0.03364894800302841,214,0.20002430201800217
70,Male,Black,Los Angeles Police Department,Unreported,2013,8,20,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,34.1139,-118.4068,34.1139,-118.4068,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
19,Male,Unknown race,Philadelphia Police Department,Unreported,2013,8,20,Philadelphia,PA,Philadelphia,Gunshot,No known charges,No,40.0077,-75.1339,40.0077,-75.1339,Pennsylvania,0500000US42101,619505,12.2,6.6,9.7,9.9,13.3,16.3,10.8,10.5,5.1,5.7,47474,72748,25274,Very Low,1584064,617726,38.99627792816452,657343,41.497250111106624,119641,7.552788271180963,7211,0.45522150620176965,897,0.05662649993939639,128826,8.132625954506889
25,Male,White,Natchitoches Police Department,"Charged, Convicted of first-degree murder, Sentenced to life in prison",2013,8,20,Goldonna,LA,Natchitoches,Beaten,"Charged, Convicted, Sentenced to life in prison",No,32.0193,-92.9162,32.0193,-92.9162,Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Male,White,"East Fishkill Police Department, Dutchess County Sheriff's Office, New York State Police",Justified,2013,8,20,Hopewell Junction,NY,Dutchess,Gunshot,No known charges,No,41.5787,-73.8078,41.5787,-73.8078,New York,0500000US36027,110529,4.7,3.4,7.5,6.8,8.1,15.1,11.2,20.1,10.5,12.7,85901,112299,26398,Very High,294218,226823,77.09351569244573,33517,11.39189308607903,9524,3.2370555166577164,642,0.21820554826693134,185,0.06287854584015934,12239,4.159840662366001
63,Male,White,Henderson Police Department,Justified,2013,8,20,Henderson,NV,Clark,Gunshot,No known charges,No,36.0133,-115.038,36.0133,-115.038,Nevada,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle,2266715,1345727,59.36904286599771,279196,12.317207941889475,226665,9.999713241408822,23279,1.026992806771032,18472,0.814923799418983,257441,11.357448995572888
52,Male,White,Klamath Falls Police Department,Justified,2013,8,20,Klamath Falls,OR,Klamath,Gunshot,No known charges,No,42.2191,-121.7754,42.2191,-121.7754,Oregon,0500000US41035,29357,6.8,6.9,10.8,9.1,11.8,22.6,11.8,13,4.9,2.4,56348,68806,12458,Low,68238,59088,86.59104897564407,365,0.5348925818458923,188,0.2755063161288432,4028,5.902869368973299,41,0.06008382426214133,1843,2.7008411735396702
22,Male,Black,Hanahan Police Department,Unreported,2013,8,19,Charleston,SC,Charleston,Gunshot,No known charges,No,32.8153,-79.9628,32.8153,-79.9628,South Carolina,0500000US45019,165568,6.7,2.6,7.9,6.1,11.2,17.3,12.3,16,8.4,11.4,71531,104326,32795,High,411406,276787,67.27830901834197,102968,25.028317525753145,7354,1.7875286213618664,223,0.05420436260044822,1607,0.3906117071700461,12228,2.972246394073008
39,Male,Black,Kern County Sheriff's Office,Pending investigation/No Known Charges,2013,8,19,Bakersfield,CA,Kern,Gunshot,No known charges,Drug or alcohol use,35.3529,-119.0359,35.3529,-119.0359,California,0500000US06029,272888,5.6,6.4,11.7,10.1,13.3,17.3,10.3,13.8,6.4,5.1,53067,75669,22602,Very Low,900202,645240,71.67724577372634,46432,5.157953437117447,42066,4.672951182068025,8906,0.9893335051466227,907,0.10075516384100457,122148,13.568954523540272
51,Male,White,Jefferson City Police Department,Unreported,2013,8,19,Jefferson City,TN,Jefferson,Gunshot,No known charges,No,36.1197,-83.4838,36.1197,-83.4838,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Male,Hispanic,California State University Police Department,Unreported,2013,8,18,South Pasadena,CA,Los Angeles,Gunshot,No known charges,Drug or alcohol use,34.1103,-118.1573,34.1103,-118.1573,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
44,Male,White,Polk County Police Department,Unreported,2013,8,18,Cedartown,GA,Polk,Gunshot,No known charges,Unknown,34.0223,-85.2479,34.0223,-85.2479,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Male,White,Madison Police Department,Justified,2013,8,18,Madison,WI,Dane,Gunshot,No known charges,No,43.0826,-89.3931,43.0826,-89.3931,Wisconsin,0500000US55025,229760,3.5,3.3,6.1,7.4,10.7,17.4,14.3,20.1,8.1,9,77504,100066,22562,Very High,546695,460464,84.22685409597673,27819,5.088577726154437,33065,6.048162137937973,1791,0.32760497169354025,472,0.08633698863168676,6334,1.1585984872735255
58,Male,White,Sullivan County Sheriff's Office,Justified,2013,8,18,Bluff City,TN,Sullivan,Gunshot,No known charges,Drug or alcohol use,36.4589,-82.2769,36.4589,-82.2769,Tennessee,0500000US47163,68560,7,4.8,10.9,9.6,16.1,20,11.7,13.4,3.6,2.9,51860,69377,17517,Very Low,158348,149208,94.22790309950237,3241,2.0467577740167227,1167,0.7369843635536918,326,0.2058756662540733,0,0,992,0.6264682850430697
78,Male,White,East Millinocket Police Department,Justified,2013,8,17,Grindstone Township,ME,Penobscot,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Male,White,Harford County Sheriff's Office,Unreported,2013,8,17,Bel Air,MD,Harford,Gunshot,No known charges,Yes,39.5348,-76.346,39.5348,-76.346,Maryland,0500000US24025,96203,3.4,2.2,4.5,4.8,8.8,15.2,14.6,22.4,11.3,12.7,92331,113104,20773,Very High,255441,199416,78.06734236085828,36306,14.213066813863085,7299,2.857411300456857,165,0.0645941724312072,92,0.036016144628309474,3310,1.2957982469533083
19,Male,White,Harford County Sheriff's Office,Unreported,2013,8,17,Bel Air,MD,Harford,Gunshot,No known charges,Yes,39.5348,-76.346,39.5815,-78.8557,Maryland,0500000US24025,96203,3.4,2.2,4.5,4.8,8.8,15.2,14.6,22.4,11.3,12.7,92331,113104,20773,Very High,255441,199416,78.06734236085828,36306,14.213066813863085,7299,2.857411300456857,165,0.0645941724312072,92,0.036016144628309474,3310,1.2957982469533083
19,Male,White,Harford County Sheriff's Office,Unreported,2013,8,17,Bel Air,MD,Harford,Gunshot,No known charges,Yes,39.5815,-78.8557,39.5348,-76.346,Maryland,0500000US24025,96203,3.4,2.2,4.5,4.8,8.8,15.2,14.6,22.4,11.3,12.7,92331,113104,20773,Very High,255441,199416,78.06734236085828,36306,14.213066813863085,7299,2.857411300456857,165,0.0645941724312072,92,0.036016144628309474,3310,1.2957982469533083
19,Male,White,Harford County Sheriff's Office,Unreported,2013,8,17,Bel Air,MD,Harford,Gunshot,No known charges,Yes,39.5815,-78.8557,39.5815,-78.8557,Maryland,0500000US24025,96203,3.4,2.2,4.5,4.8,8.8,15.2,14.6,22.4,11.3,12.7,92331,113104,20773,Very High,255441,199416,78.06734236085828,36306,14.213066813863085,7299,2.857411300456857,165,0.0645941724312072,92,0.036016144628309474,3310,1.2957982469533083
74,Male,Black,Not reported,Unreported,2013,8,16,Vermont Square,CA,Los Angeles,Gunshot,No known charges,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Male,Pacific Islander,Kauai Police Department,Justified,2013,8,16,Līhuʻe,HI,Kauai,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Male,White,Redondo Beach Police Department,Unreported,2013,8,16,Redondo Beach,CA,Los Angeles,Gunshot,No known charges,Unknown,33.8574,-118.3766,33.8574,-118.3766,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
43,Male,White,Mohave County Sheriff's Office,Justified,2013,8,16,Kingman,AZ,Mohave,Gunshot,No known charges,No,35.217,-114.0105,35.217,-114.0105,Arizona,0500000US04015,91095,4.9,4.9,12.1,11.2,16.6,22.5,12.6,9.8,2.7,2.5,50179,63437,13258,Very Low,212181,188756,88.95989744604842,1496,0.7050584171061499,1923,0.906301695250753,4358,2.0539068059816854,138,0.06503881120364217,7608,3.5856179394007945
23,Male,Black,Trenton Police Department,Justified,2013,8,15,Trenton,NJ,Mercer,Gunshot,No known charges,Unknown,40.2236,-74.7641,40.2236,-74.7641,New Jersey,0500000US34021,130851,8.2,3.6,6,6.7,7.8,15.3,11.4,17.2,9,14.9,79492,115317,35825,Very High,367430,219260,59.67395150096617,75137,20.44933728873527,43674,11.886345698500394,914,0.24875486487222057,269,0.07321122390659444,19759,5.377622948588847
NA,Male,Unknown race,Louisville Metro Police Department,Unreported,2013,8,15,Louisville,KY,Jefferson,Gunshot,No known charges,Unknown,38.1663,-85.6485,38.1663,-85.6485,Kentucky,0500000US21111,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,21994,Low,766757,546872,71.32272675697776,171781,22.403577665414208,22829,2.977344843281509,1302,0.16980607937064807,502,0.06547054673123297,5032,0.6562705003019209
43,Male,White,Redondo Beach Police Department,Unreported,2013,8,15,Redondo Beach,CA,Los Angeles,Gunshot,No known charges,Unknown,33.8574,-118.3766,33.8574,-118.3766,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
46,Male,White,"Fleming County Sheriff""s Department",Unknown,2013,8,15,Hillsboro,KY,Fleming,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Male,White,Middlesboro Police Department,Unreported,2013,8,14,Middlesboro,KY,Bell,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Male,White,Hayward Police Department,Unknown,2013,8,14,Hayward,CA,Alameda,Gunshot,No known charges,No,37.6328,-122.0772,37.6328,-122.0772,California,0500000US06001,585632,4.2,3.4,4.9,4.8,6.4,11.6,10.7,19,12.8,22.2,108322,141427,33105,Very High,1671329,649209,38.8438781353043,178246,10.664925936186114,520313,31.131692204227896,12648,0.7567630310968099,13503,0.807919924802358,191329,11.447716158817324
50,Male,White,Crow Wing County Sheriff's Office,Justified,2013,8,14,Fort Ripley,MN,Crow Wing,Gunshot,No known charges,Unknown,46.169,-94.363,46.169,-94.363,Minnesota,0500000US27035,28012,5.7,3.6,9.2,9.5,12.4,22.7,14.2,14.7,4.3,3.8,60534,74086,13552,Middle,65055,62182,95.5837368380601,634,0.974559987702713,356,0.5472292675428483,668,1.026823457074783,0,0,328,0.504188763354085
20,Male,Asian,Louisiana State Police,Justified,2013,8,13,St. Joseph,LA,Tensas,Gunshot,No known charges,Yes,31.9202,-91.2401,31.9202,-91.2401,Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Male,Black,Baltimore County Police Department,Unknown,2013,8,13,Baltimore,MD,Baltimore,Gunshot,No known charges,No,39.3051,-76.6144,39.3051,-76.6144,Maryland,0500000US24005,312466,5.3,2.3,6.1,6.4,10.5,18.2,13.6,18.5,8.7,10.3,77358,104484,27126,Very High,827370,483230,58.40555011663464,248401,30.022964332765266,50514,6.105370027919794,2305,0.27859361591549126,429,0.051851046085789915,20267,2.449569116598378
35,Male,Hispanic,Weare Police Department,Justified,2013,8,13,Keene,NH,Cheshire,Gunshot,No known charges,No,42.9494,-72.2997,42.9494,-72.2997,New Hampshire,0500000US33005,29698,4.9,2.7,7.1,7.8,15.6,18.2,16,18.7,3.6,5.4,66088,80523,14435,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Male,Unknown race,Gloster Police Department,Unreported,2013,8,13,Gloster,MS,Amite,Taser,No known charges,No,31.1951,-91.0176,31.1951,-91.0176,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Male,White,Denver Police Department,Justified,2013,8,13,Denver,CO,Denver,Gunshot,No known charges,Yes,39.7621,-104.8759,39.7621,-104.8759,Colorado,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High,727211,561365,77.19423936106577,62853,8.643021076413861,26532,3.6484596630138983,4596,0.6320036413090561,505,0.06944339400806643,38352,5.273847617816562
59,Male,White,Hamilton County Sheriff's Office,Unreported,2013,8,13,Cincinnati,OH,Hamilton,Taser,No known charges,Yes,39.1413,-84.5061,39.1413,-84.5061,Ohio,0500000US39061,347235,7.7,4.2,9.9,8.8,10.7,16.8,11.2,15.5,6.9,8.4,60198,89581,29383,Middle,817473,550516,67.34363092114357,209849,25.670450277868508,21332,2.6095051457357,868,0.10618087692192892,547,0.06691352497269024,5760,0.7046104275003578
31,Male,Black,Seattle Police Department,Unreported,2013,8,12,Seattle,WA,King,Gunshot,No known charges,Unknown,47.6211,-122.3244,47.6211,-122.3244,Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High,2252782,1398899,62.09651000407496,151745,6.735893663923095,425891,18.905113766001328,15174,0.6735671716126993,15988,0.7097002728182309,102437,4.547133277875978
44,Female,Unknown race,Broward County Sheriff's Office,Unreported,2013,8,12,Hollywood,FL,Broward,Gunshot,No known charges,Unknown,26.0294,-80.1679,26.0294,-80.1679,Florida,0500000US12011,705472,6.3,4.2,8.3,8.9,13.2,18,12.4,14.4,6.4,8,61502,88786,27284,Middle,1952778,1180665,60.46078970574228,562835,28.822272680253462,73124,3.7446140831164625,4803,0.24595729775734876,1504,0.07701848341183688,61417,3.145109172676054
46,Male,White,Manheim Borough Police Department,Justified by District Attorney,2013,8,12,Manheim,PA,Lancaster,Gunshot,No known charges,Unknown,40.1631,-76.3963,40.1631,-76.3963,Pennsylvania,0500000US42071,204701,4.7,3.3,7.4,7.1,13,19.9,16,16.5,5.7,6.5,67376,88819,21443,High,545724,475780,87.18326480052187,23358,4.2801855883193705,12475,2.2859540720217546,325,0.05955391369996555,121,0.022172380177525635,14631,2.6810255733667567
44,Male,Black,Boone County Sheriff's Department,Justified,2013,8,11,Poplar Grove,IL,Boone,Gunshot,No known charges,No,42.3516,-88.8353,42.3516,-88.8353,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Male,Black,Massachusetts State Police Department,Unreported,2013,8,11,Springfield,MA,Hampden,Gunshot,No known charges,No,42.1155,-72.5395,42.1155,-72.5395,Massachusetts,0500000US25013,179970,7.1,6.5,9.7,8.8,11.1,16.6,11.2,16.5,6.4,6,60161,81547,21386,Middle,466372,372569,79.88665700342216,41626,8.925492954122461,11951,2.562546636590533,976,0.20927499935673669,267,0.057250435274844975,20863,4.473467532356145
31,Male,White,Lauderdale County Sheriff's Department,Justified,2013,8,10,Florence,AL,Lauderdale,Gunshot,No known charges,No,34.8303,-87.6654,34.8303,-87.6654,Alabama,0500000US01077,38761,9.3,7,10.8,10.2,15.2,16.6,13.3,12.5,2.3,2.8,46632,62091,15459,Very Low,92729,79178,85.38644868379903,10533,11.358906059593007,117,0.12617412028599467,224,0.24156412772703253,0,0,620,0.6686149963873222
40,Male,White,ADA County Sheriff's Office,Unknown,2013,8,10,Cascade,ID,Valley,Gunshot,No known charges,No,44.5087,-116.0426,44.5087,-116.0426,Idaho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Male,White,Indianapolis Metropolitan Police Department,Unreported,2013,8,9,Indianapolis,IN,Marion,Gunshot,No known charges,No,39.7771,-86.1458,39.7771,-86.1458,Indiana,0500000US18097,379451,8.5,4.5,10.6,10.5,15.4,18.1,11.9,11.8,4.8,4,50458,71045,20587,Very Low,964582,588751,61.03690510500922,276376,28.652411096205405,36356,3.7690937628941863,3224,0.3342380430072301,96,0.009952497558527942,27387,2.8392609441187995
31,Male,White,Isle of Wight County Sheriff's Office,Unreported,2013,8,9,Carrollton,VA,Isle of Wight,Gunshot,No known charges,No,36.9394,-76.5264,36.9394,-76.5264,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Male,White,Pasco County Sheriff's Office,Justified,2013,8,9,New Port Richey,FL,Pasco,Gunshot,No known charges,No,28.2468,-82.717,28.2468,-82.717,Florida,0500000US12101,212856,5.7,4.3,10.2,9.8,15.4,17.8,12.6,14.2,5.2,4.7,55828,73875,18047,Low,553947,475775,85.88818063821991,33988,6.135605030806196,14880,2.6861775585028895,1456,0.26284102991802466,399,0.07202855146792021,8648,1.561160183194421
23,Male,Black,Cook County Sheriff's Office,"Charged, Convicted of murder, Sentenced to 50 years",2013,8,8,Hammond,IN,Lake,Gunshot,"Charged, Convicted, Sentenced to 50 years",No,41.6169,-87.491,41.6169,-87.491,Indiana,0500000US18089,190135,7.6,4.2,8.5,10.6,12.5,19.4,10.9,16.2,6,4.3,57081,77171,20090,Low,485493,308076,63.45632171833579,114497,23.583656201016286,7771,1.6006409979134613,2022,0.41648386279513816,252,0.05190600070443858,39895,8.21742023056975
22,Male,Black,Indianapolis Metropolitan Police Department,Unreported,2013,8,8,Indianapolis,IN,Marion,Taser,No known charges,No,39.7771,-86.1458,39.7771,-86.1458,Indiana,0500000US18097,379451,8.5,4.5,10.6,10.5,15.4,18.1,11.9,11.8,4.8,4,50458,71045,20587,Very Low,964582,588751,61.03690510500922,276376,28.652411096205405,36356,3.7690937628941863,3224,0.3342380430072301,96,0.009952497558527942,27387,2.8392609441187995
68,Male,White,Sunnyvale Police Department,Justified,2013,8,8,Sunnyvale,CA,Santa Clara,Gunshot,No known charges,No,37.3836,-122.0256,37.3836,-122.0256,California,0500000US06085,643637,2.5,2.3,3.6,4.3,5.9,10.8,9.4,16.5,13.2,31.6,133076,180645,47569,Very High,1927852,870226,45.13966839778158,49308,2.557665214964634,726712,37.69542475252249,8607,0.4464554333008966,7082,0.36735185066073534,163090,8.459674290350089
44,Male,White,"Kansas City, KS Police Department",Unknown,2013,8,8,Kansas City,MO,Jackson,Gunshot,No known charges,No,39.1239,-94.5541,39.1239,-94.5541,Missouri,0500000US29095,292571,7.3,3.9,10.2,8.8,13,18.7,12.8,15,5.7,4.5,57936,75915,17979,Low,703011,472083,67.15158084297401,161954,23.037192874649186,13066,1.858576892822445,2283,0.32474598548244626,2485,0.35347953303717866,28513,4.05583980904993
21,Male,Black,Boston Police Department,Unknown,2013,8,7,Boston,MA,Suffolk,Gunshot,No known charges,No,42.3188,-71.0846,42.3188,-71.0846,Massachusetts,0500000US25025,309945,9.4,5.4,6.5,5.9,8,13.3,10.5,15.2,10.9,14.9,77558,116061,38503,Very High,803907,443334,55.147423769167325,178818,22.243617731901825,71580,8.904015016662376,1814,0.2256479916209213,616,0.07662577885252897,44334,5.514817012415615
46,Male,White,Nacogdoches County Sheriff's Office,Unreported,2013,8,7,Huntington,TX,Angelina,Gunshot,No known charges,No,31.2803,-94.5772,31.2803,-94.5772,Texas,0500000US48005,32293,6.1,4.1,11.2,9.9,15.3,24,12.6,10.7,3.1,2.9,53320,63188,9868,Very Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Male,Hispanic,Carlsbad Police Department,Justified,2013,8,6,Carlsbad,NM,Eddy,Gunshot,No known charges,No,32.4011,-104.2389,32.4011,-104.2389,New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Male,Hispanic,Miami-Dade Police Department,Justified,2013,8,6,Miami Beach,FL,Miami-Dade,Taser,No known charges,No,25.8171,-80.1396,25.8171,-80.1396,Florida,0500000US12086,912805,8,5.3,9.8,10.3,12.2,18,11.5,12.8,5.3,6.8,55171,82803,27632,Low,2716940,2053027,75.56394325969657,456189,16.790543773509906,42480,1.5635236700111153,4788,0.17622766789108335,986,0.03629082718057815,106731,3.9283532209029275
28,Male,Hispanic,Houston Police Department,Grand jury/No bill or Cleared,2013,8,5,Houston,TX,Harris,Gunshot,No known charges,No,29.7863,-95.3889,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle,4713325,2895713,61.436735213463955,901998,19.137190836617464,331518,7.033633369224486,20316,0.4310332939061066,2396,0.050834601899932635,436847,9.268340290559212
NA,Male,Hispanic,Houston Police Department,Unreported,2013,8,5,Houston,TX,Harris,Gunshot,No known charges,No,29.7863,-95.3889,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle,4713325,2895713,61.436735213463955,901998,19.137190836617464,331518,7.033633369224486,20316,0.4310332939061066,2396,0.050834601899932635,436847,9.268340290559212
35,Male,Unknown race,Phoenix Police Department,Unreported,2013,8,5,Phoenix,AZ,Maricopa,Gunshot,No known charges,Drug or alcohol use,33.5722,-112.0891,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High,4485414,3547155,79.08199778214453,266128,5.933186992326684,192301,4.287251968268704,93358,2.0813686317472593,10045,0.22394811270486958,213953,4.7699721809402655
14,Male,Black,New York Police Department,Justified,2013,8,4,Bronx,NY,Westchester,Gunshot,No known charges,No,40.8501,-73.8662,40.8501,-73.8662,New York,0500000US36119,355136,5.4,3.2,4.5,5.1,8.1,11.3,10.9,16.8,9.6,25,101908,160616,58708,Very High,967506,610441,63.09428572019191,150193,15.523728018224176,59202,6.119031819957706,3015,0.3116259744125618,106,0.010956004407207811,115542,11.9422515209208
54,Male,Hispanic,Bernalillo County Sheriff's Office,Unreported,2013,8,4,Sandia Park,NM,Bernalillo,Gunshot,No known charges,Unknown,35.1648,-106.3657,35.1648,-106.3657,New Mexico,0500000US35001,271307,7.9,5.1,9.3,9.5,12.6,18.2,12.5,13.4,5.8,5.7,56115,78477,22362,Low,679121,503932,74.20356608027141,19726,2.9046370234464844,18355,2.7027584186028704,35029,5.157990991296102,499,0.07347733319982742,70441,10.372378412683455
49,Male,White,Mesa Police Department,Unknown,2013,8,4,Mesa,AZ,Maricopa,Gunshot,No known charges,No,33.4017,-111.718,33.4017,-111.718,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High,4485414,3547155,79.08199778214453,266128,5.933186992326684,192301,4.287251968268704,93358,2.0813686317472593,10045,0.22394811270486958,213953,4.7699721809402655
26,Male,Hispanic,Huntington Beach Police Department,Unknown,2013,8,3,Huntington Beach,CA,Orange,Gunshot,No known charges,No,33.696,-118.0025,33.696,-118.0025,California,0500000US06059,1044280,4.1,2.6,4.9,5.4,8.3,14.2,12.4,19.7,11.5,17,95934,127176,31242,Very High,3175692,1881453,59.24544949573195,55517,1.7481859071975494,672223,21.167764380172887,12961,0.40813151905159567,11166,0.35160840534913335,410006,12.910760867237755
41,Male,White,Pima County Sheriff's Department,Unreported,2013,8,3,Tucson,AZ,Pima,Gunshot,No known charges,No,32.1545,-110.8782,32.1545,-110.8782,Arizona,0500000US04019,410404,6.9,4.3,9.7,10,14.5,17.4,13.1,13.8,5.2,5,56169,76892,20723,Low,1047279,795391,75.94833850387528,38343,3.661202029258679,29276,2.7954346454001273,40603,3.876999347833767,1733,0.16547643942063195,82611,7.888155878233021
32,Male,White,Warr Acres Police Department,Unknown,2013,8,2,Oklahoma City,OK,Canadian,Gunshot,No known charges,No,35.4676,-97.5136,35.4676,-97.5136,Oklahoma,0500000US40017,46005,3.6,1.9,5.4,9.6,11.7,18.6,18.8,18.7,6.5,5.2,73635,86545,12910,High,148306,121126,81.67302738931669,5662,3.817782153115855,5008,3.3768020174504065,6983,4.70850808463582,0,0,1748,1.178644154653217
